Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000051747,Ttn,Gene Expression,0.18699285700087392,0.0,0.0,258,0.10612429599725486,194
ENSMUSG00000035403,Crb2,Gene Expression,0.18697416298337627,0.0,0.0,470,0.17051562761751768,292
ENSMUSG00000036155,Mgat5,Gene Expression,0.186928734718525,0.0,0.0,5823,2.3515342802740875,1844
ENSMUSG00000020949,Fkbp3,Gene Expression,0.18691327440576072,0.0,0.0,15281,5.991695449919045,2167
ENSMUSG00000031635,Anxa10,Gene Expression,0.18675347680539414,0.0,0.0,73,0.030169998434565085,47
ENSMUSG00000024981,Acsl5,Gene Expression,0.18667000342310103,0.0,0.0,2380,0.8590139623297003,1170
ENSMUSG00000095098,Ccdc85b,Gene Expression,0.1866569602322648,0.0,0.0,14040,5.815260988651125,2225
ENSMUSG00000045284,Dcaf12l1,Gene Expression,0.18663526772514838,0.0,0.0,5719,2.1030610202035445,1775
ENSMUSG00000021416,Eci3,Gene Expression,0.18658107320027048,0.0,0.0,104,0.02453016952261572,63
ENSMUSG00000115338,Pnp,Gene Expression,0.18655685997427127,0.0,0.0,2450,1.0440025341843713,1228
ENSMUSG00000004885,Crabp2,Gene Expression,0.18647270431369828,0.0,0.0,173,0.11771446618295164,115
ENSMUSG00000049493,Pls1,Gene Expression,0.18641902077551578,0.0,0.0,1175,0.6019473933622153,821
ENSMUSG00000022132,Cldn10,Gene Expression,0.1864133220617383,0.0,0.0,4657,2.3638369540962203,1834
ENSMUSG00000038587,Akap12,Gene Expression,0.18627194741191383,0.0,0.0,1294,0.5835813526139133,860
ENSMUSG00000032101,Ddx25,Gene Expression,0.18621729936606035,0.0,0.0,4411,1.7358554765740641,1671
ENSMUSG00000039860,Srrm3,Gene Expression,0.18604478986297787,0.0,0.0,4703,1.8131949822749185,1688
ENSMUSG00000063796,Slc22a8,Gene Expression,0.18602371216160574,0.0,0.0,1294,0.6752039212435927,646
ENSMUSG00000036181,Hist1h1c,Gene Expression,0.18584985856012215,0.0,0.0,7543,3.103038168234814,1989
ENSMUSG00000037683,Armc3,Gene Expression,0.18583208719873642,0.0,0.0,151,0.06167775118218177,112
ENSMUSG00000035469,Rcbtb1,Gene Expression,0.1858304594268358,0.0,0.0,1998,0.9874080430550756,1231
ENSMUSG00000071649,B3gat3,Gene Expression,0.18581164821142807,0.0,0.0,11419,4.658284584509532,2143
ENSMUSG00000032085,Tagln,Gene Expression,0.18580259542502672,0.0,0.0,710,0.5475864912334345,286
ENSMUSG00000004952,Rasa4,Gene Expression,0.1857863765694682,0.0,0.0,846,0.3855225707390195,596
ENSMUSG00000046699,Slitrk4,Gene Expression,0.18566865035990734,0.0,0.0,2632,0.9697743664776961,1236
ENSMUSG00000010122,Slc47a1,Gene Expression,0.18564486290465435,0.0,0.0,112,0.09488435508554685,66
ENSMUSG00000018417,Myo1b,Gene Expression,0.18563551643621143,0.0,0.0,1381,0.5826922189557645,878
ENSMUSG00000026834,Acvr1c,Gene Expression,0.18540428770610973,0.0,0.0,826,0.3225623922913279,577
ENSMUSG00000028630,Dyrk2,Gene Expression,0.1853900284457479,0.0,0.0,3247,1.2107833745786984,1444
ENSMUSG00000038034,Igsf8,Gene Expression,0.18535276839464032,0.0,0.0,11603,4.628694504847067,2115
ENSMUSG00000028949,Smarcd3,Gene Expression,0.18532147744186214,0.0,0.0,5426,2.2772149965767183,1877
ENSMUSG00000042350,Arel1,Gene Expression,0.1853046441019231,0.0,0.0,10966,4.476987847998669,2143
ENSMUSG00000070985,Acnat1,Gene Expression,0.1852857114958002,0.0,0.0,123,0.036162611436248805,77
ENSMUSG00000030317,Timp4,Gene Expression,0.18513604843244288,0.0,0.0,3921,1.920924446350113,1676
ENSMUSG00000039033,Tasp1,Gene Expression,0.18507094617674363,0.0,0.0,7761,3.436729779858445,2083
ENSMUSG00000036667,Tcaf1,Gene Expression,0.18497159846425573,0.0,0.0,18320,7.10255908294515,2204
ENSMUSG00000031740,Mmp2,Gene Expression,0.18487374409594332,0.0,0.0,338,0.11448605339961601,182
ENSMUSG00000036377,C530008M17Rik,Gene Expression,0.18484587617521364,0.0,0.0,2961,1.180780793243805,1375
ENSMUSG00000031834,Pik3r2,Gene Expression,0.18482739867724052,0.0,0.0,7741,3.1201022625512977,2010
ENSMUSG00000021589,Rhobtb3,Gene Expression,0.1848131096915626,0.0,0.0,2991,1.4388880472356025,1497
ENSMUSG00000028381,Ugcg,Gene Expression,0.18463776846090157,0.0,0.0,7314,2.8305189070331007,1942
ENSMUSG00000032064,Dixdc1,Gene Expression,0.18457149164370243,0.0,0.0,4464,1.98818322829815,1757
ENSMUSG00000030621,Me3,Gene Expression,0.18453611363991113,0.0,0.0,1872,0.7009101617819056,1033
ENSMUSG00000026014,Raph1,Gene Expression,0.18448768724224737,0.0,0.0,3057,1.1887171666928518,1442
ENSMUSG00000039405,Prss23,Gene Expression,0.18447813707705193,0.0,0.0,1734,0.7208143564022248,928
ENSMUSG00000026894,Morn5,Gene Expression,0.18422379429863414,0.0,0.0,219,0.07554652329830246,139
ENSMUSG00000024393,Prrc2a,Gene Expression,0.18414182620016983,0.0,0.0,17752,7.575505708412626,2260
ENSMUSG00000050473,Slc35d3,Gene Expression,0.18405230498823702,0.0,0.0,211,0.11271264369118532,171
ENSMUSG00000026807,Ak8,Gene Expression,0.18377291649118319,0.0,0.0,352,0.11392048821337909,215
ENSMUSG00000040759,Cmtm5,Gene Expression,0.18374115124822424,0.0,0.0,1662,0.9597491203598786,1102
ENSMUSG00000024940,Ltbp3,Gene Expression,0.18364573571350748,0.0,0.0,2297,0.8975471606548983,1084
ENSMUSG00000017969,Ptgis,Gene Expression,0.18358077795274463,0.0,0.0,420,0.2112625386233635,237
ENSMUSG00000054252,Fgfr3,Gene Expression,0.18354122553739652,0.0,0.0,7593,3.6676740497474225,2073
ENSMUSG00000029546,Uncx,Gene Expression,0.1834695688565204,0.0,0.0,95,0.04159061832314456,80
ENSMUSG00000025428,Atp5a1,Gene Expression,0.18344544631117668,0.0,0.0,56972,22.227796090396396,2306
ENSMUSG00000030747,Dgat2,Gene Expression,0.1833554130916921,0.0,0.0,4261,1.591166192612826,1546
ENSMUSG00000074746,Pdzd8,Gene Expression,0.18325842831197472,0.0,0.0,5682,2.3176138153417347,1860
ENSMUSG00000034327,Kctd9,Gene Expression,0.18325842603132825,0.0,0.0,1139,0.463895830283999,779
ENSMUSG00000060450,Rnf14,Gene Expression,0.1832431647583755,0.0,0.0,16180,6.344679636654533,2199
ENSMUSG00000035885,Cox8a,Gene Expression,0.18304856650232562,0.0,0.0,43332,18.47687664757086,2310
ENSMUSG00000055717,Slain1,Gene Expression,0.18290104277992184,0.0,0.0,2691,1.367944591467886,1450
ENSMUSG00000043733,Ptpn11,Gene Expression,0.18289027285921566,0.0,0.0,12200,5.443635868537511,2228
ENSMUSG00000063887,Nlgn1,Gene Expression,0.18287578281088906,0.0,0.0,4298,1.627890692412144,1579
ENSMUSG00000028584,Lrrc38,Gene Expression,0.18285119353826143,0.0,0.0,313,0.11867199187113746,233
ENSMUSG00000028126,Pip5k1a,Gene Expression,0.18282781601772555,0.0,0.0,4785,1.790001339146503,1690
ENSMUSG00000054452,Tle5,Gene Expression,0.18264436980383425,0.0,0.0,56558,23.58062703493763,2307
ENSMUSG00000027859,Ngf,Gene Expression,0.18262755944562417,0.0,0.0,650,0.2765055180136711,467
ENSMUSG00000031767,Nudt7,Gene Expression,0.18253090548530204,0.0,0.0,924,0.32376749026705665,508
ENSMUSG00000061878,Sphk1,Gene Expression,0.18252573218428467,0.0,0.0,428,0.2860792570807358,278
ENSMUSG00000022790,Igsf11,Gene Expression,0.18244794739209724,0.0,0.0,3105,1.5768575676734524,1533
ENSMUSG00000022216,Psme1,Gene Expression,0.1823604255658772,0.0,0.0,3413,1.379182679231086,1482
ENSMUSG00000027963,Extl2,Gene Expression,0.18235705395955965,0.0,0.0,5100,1.9529457606217124,1742
ENSMUSG00000023079,Gtf2ird1,Gene Expression,0.18233006622256254,0.0,0.0,2926,1.1755277373370976,1411
ENSMUSG00000031441,Atp11a,Gene Expression,0.18227455421850555,0.0,0.0,3635,1.5446729184970918,1547
ENSMUSG00000024587,Nars,Gene Expression,0.18225809414693886,0.0,0.0,11981,4.650039024267731,2134
ENSMUSG00000022564,Grina,Gene Expression,0.18217716440550474,0.0,0.0,30392,11.729904430104323,2283
ENSMUSG00000075316,Scn9a,Gene Expression,0.18212437547496957,0.0,0.0,232,0.09103685800319979,165
ENSMUSG00000033053,1700028P14Rik,Gene Expression,0.1821017349956727,0.0,0.0,529,0.19110042507344363,335
ENSMUSG00000017765,Slc12a4,Gene Expression,0.1820953174254864,0.0,0.0,1354,0.5149658338067536,697
ENSMUSG00000033392,Clasp2,Gene Expression,0.1819815608785841,0.0,0.0,16891,7.177915428469661,2259
ENSMUSG00000071984,Fndc1,Gene Expression,0.18191301183383785,0.0,0.0,451,0.17807304681063832,332
ENSMUSG00000030341,Tnfrsf1a,Gene Expression,0.1817658662305125,0.0,0.0,1804,0.8430779028447044,967
ENSMUSG00000026131,Dst,Gene Expression,0.18164614735344453,0.0,0.0,16633,6.958518345319975,2244
ENSMUSG00000043456,Zfp536,Gene Expression,0.18159997438370692,0.0,0.0,1903,0.9250165222464815,1110
ENSMUSG00000032802,Srxn1,Gene Expression,0.18150252312877252,0.0,0.0,2221,0.8705173166574012,1221
ENSMUSG00000032135,Mcam,Gene Expression,0.18147826739921522,0.0,0.0,524,0.3366258707797365,423
ENSMUSG00000048826,Dact2,Gene Expression,0.18146373872503682,0.0,0.0,1106,0.4108876133467089,733
ENSMUSG00000026043,Col3a1,Gene Expression,0.18145595698859512,0.0,0.0,275,0.19406912700958026,181
ENSMUSG00000026159,Agfg1,Gene Expression,0.18140240366152025,0.0,0.0,7699,3.071271961502149,1985
ENSMUSG00000052698,Tln2,Gene Expression,0.18137171471793584,0.0,0.0,4085,1.707264365677351,1660
ENSMUSG00000022508,Bcl6,Gene Expression,0.18136329710136626,0.0,0.0,3782,1.5126917325894182,1504
ENSMUSG00000033917,Gde1,Gene Expression,0.18133456360863107,0.0,0.0,23143,8.833296856282935,2251
ENSMUSG00000032216,Nedd4,Gene Expression,0.18129565869334546,0.0,0.0,26903,10.59902032705603,2283
ENSMUSG00000059824,Dbp,Gene Expression,0.1812332602532734,0.0,0.0,7059,2.8669032941487504,1964
ENSMUSG00000040111,Gramd1b,Gene Expression,0.18082010101443144,0.0,0.0,17109,6.4870157895093445,2205
ENSMUSG00000000167,Pih1d2,Gene Expression,0.18081859103148154,0.0,0.0,447,0.15588590530290738,293
ENSMUSG00000024429,Gnl1,Gene Expression,0.18076701070708748,0.0,0.0,11823,4.903311677037523,2172
ENSMUSG00000018459,Slc13a3,Gene Expression,0.18075167016457191,0.0,0.0,707,0.49471320831909144,408
ENSMUSG00000051043,Gprc5c,Gene Expression,0.18065823784120066,0.0,0.0,436,0.15996192504840756,243
ENSMUSG00000041096,Tspyl2,Gene Expression,0.18058707470103794,0.0,0.0,7053,2.8343581502637707,1951
ENSMUSG00000093536,Smim17,Gene Expression,0.180510881828716,0.0,0.0,756,0.2904029907471734,535
ENSMUSG00000037815,Ctnna1,Gene Expression,0.18046891423150038,0.0,0.0,5165,2.1978998289188545,1784
ENSMUSG00000045648,Vwc2l,Gene Expression,0.1804082171546344,0.0,0.0,578,0.23431938629787388,420
ENSMUSG00000037254,Itih2,Gene Expression,0.18037620739305804,0.0,0.0,79,0.047340330737725214,56
ENSMUSG00000022995,Enah,Gene Expression,0.18026545582448544,0.0,0.0,11141,4.753654883695973,2178
ENSMUSG00000029166,Mapre3,Gene Expression,0.18020782195143098,0.0,0.0,22140,8.513673484664178,2239
ENSMUSG00000025931,Paqr8,Gene Expression,0.18020657068494408,0.0,0.0,5468,2.633033959209201,1938
ENSMUSG00000041697,Cox6a1,Gene Expression,0.180131651863612,0.0,0.0,40488,17.380008049803436,2302
ENSMUSG00000051062,Fbll1,Gene Expression,0.18010965591842504,0.0,0.0,3844,1.4596704208924078,1512
ENSMUSG00000034151,Zbbx,Gene Expression,0.18000547122368582,0.0,0.0,288,0.10960648394108112,193
ENSMUSG00000043542,Zc2hc1a,Gene Expression,0.1799694755156261,0.0,0.0,6958,2.660417827263821,1905
ENSMUSG00000039316,Rftn1,Gene Expression,0.17989961772574745,0.0,0.0,547,0.26509068186111284,422
ENSMUSG00000031969,Acad8,Gene Expression,0.1797628245534134,0.0,0.0,2638,0.8997708311927168,1123
ENSMUSG00000041959,S100a10,Gene Expression,0.17966135989245646,0.0,0.0,1733,0.7397615498854736,989
ENSMUSG00000069833,Ahnak,Gene Expression,0.1795849600340702,0.0,0.0,2051,1.1694599529248986,1084
ENSMUSG00000018821,Avpi1,Gene Expression,0.17955332271214208,0.0,0.0,2255,0.8894460030848386,1221
ENSMUSG00000029657,Hsph1,Gene Expression,0.17951999723339884,0.0,0.0,25417,9.809416985703743,2249
ENSMUSG00000026080,Chst10,Gene Expression,0.17933843897885784,0.0,0.0,4505,1.7867581688840801,1693
ENSMUSG00000014786,Slc9a5,Gene Expression,0.17933567547605656,0.0,0.0,1950,0.7775563622382708,1103
ENSMUSG00000030105,Arl8b,Gene Expression,0.17927718932385084,0.0,0.0,24012,9.36435533966409,2265
ENSMUSG00000032705,Exd2,Gene Expression,0.17923781204002862,0.0,0.0,7818,3.0782858086506066,1966
ENSMUSG00000019817,Plagl1,Gene Expression,0.17918745067725986,0.0,0.0,1609,0.6754461161544216,949
ENSMUSG00000020629,Adi1,Gene Expression,0.17916938538983765,0.0,0.0,2849,1.3300572142270677,1465
ENSMUSG00000067212,H2-T23,Gene Expression,0.17914394792964472,0.0,0.0,1304,0.537292415097559,779
ENSMUSG00000027525,Phactr3,Gene Expression,0.1791356574384291,0.0,0.0,10236,4.836558611549179,2181
ENSMUSG00000041669,Prima1,Gene Expression,0.17903441755965446,0.0,0.0,429,0.22534092992439608,318
ENSMUSG00000030401,Rtn2,Gene Expression,0.179004105937673,0.0,0.0,6209,2.6293382911026164,1931
ENSMUSG00000044748,Defb1,Gene Expression,0.17900108319679325,0.0,0.0,153,0.06692088970933871,115
ENSMUSG00000019872,Smpdl3a,Gene Expression,0.17886940680330035,0.0,0.0,2638,1.002009023295228,1151
ENSMUSG00000005447,Pafah1b3,Gene Expression,0.17884647902055437,0.0,0.0,2190,0.8323473583385609,1125
ENSMUSG00000042745,Id1,Gene Expression,0.17878088979286655,0.0,0.0,2668,1.3206544816292218,1294
ENSMUSG00000018770,Atp5g3,Gene Expression,0.17865207575454578,0.0,0.0,39079,14.820978027457386,2292
ENSMUSG00000030541,Idh2,Gene Expression,0.17847927402073094,0.0,0.0,3755,1.6297843830363796,1551
ENSMUSG00000038020,Rapgefl1,Gene Expression,0.17845699663783285,0.0,0.0,2515,0.988583647206446,1251
ENSMUSG00000063445,Nmral1,Gene Expression,0.1782553233890438,0.0,0.0,1072,0.5906515434366609,782
ENSMUSG00000056073,Grik2,Gene Expression,0.17823642720433175,0.0,0.0,4506,1.8572836469108724,1671
ENSMUSG00000033960,Jcad,Gene Expression,0.1781848602409107,0.0,0.0,2577,1.1558544082357765,1339
ENSMUSG00000035179,Ppp1r32,Gene Expression,0.17818033550381748,0.0,0.0,249,0.11810969775384275,168
ENSMUSG00000025558,Dock9,Gene Expression,0.1781614285521604,0.0,0.0,11152,4.532311987312402,2165
ENSMUSG00000026179,Pnkd,Gene Expression,0.17814717019348988,0.0,0.0,12900,5.175136066100351,2186
ENSMUSG00000026546,Cfap45,Gene Expression,0.1781051141998721,0.0,0.0,478,0.18630523580072872,296
ENSMUSG00000041308,Sntb2,Gene Expression,0.17808966420496763,0.0,0.0,2494,0.8674618623475783,1113
ENSMUSG00000032346,Ooep,Gene Expression,0.17807433357317723,0.0,0.0,134,0.03398368743670656,83
ENSMUSG00000028654,Mycl,Gene Expression,0.17805030621319995,0.0,0.0,795,0.33608543791037315,517
ENSMUSG00000025321,Itgb8,Gene Expression,0.17803560322699105,0.0,0.0,5592,2.374027056755134,1866
ENSMUSG00000062604,Srpk2,Gene Expression,0.1780322818489321,0.0,0.0,7277,2.846836140596661,1953
ENSMUSG00000028557,Rnf11,Gene Expression,0.17800835669465517,0.0,0.0,20185,7.974873800676724,2239
ENSMUSG00000029007,Agtrap,Gene Expression,0.17784476077371625,0.0,0.0,927,0.3606337010887544,530
ENSMUSG00000033029,1700088E04Rik,Gene Expression,0.17772232431868526,0.0,0.0,853,0.329219845659778,527
ENSMUSG00000013846,St3gal1,Gene Expression,0.17763584068418678,0.0,0.0,1591,0.665296262566456,939
ENSMUSG00000031662,Snx20,Gene Expression,0.17757529283457038,0.0,0.0,112,0.05125151947032059,91
ENSMUSG00000035126,Wdr78,Gene Expression,0.17741341522628448,0.0,0.0,1424,0.5123927702506396,776
ENSMUSG00000007564,Ppp2r1a,Gene Expression,0.1774044908481528,0.0,0.0,22864,9.079585618813033,2255
ENSMUSG00000015745,Plekho1,Gene Expression,0.1774044242021157,0.0,0.0,2714,1.097081193473163,1308
ENSMUSG00000038055,Dexi,Gene Expression,0.17723838332124633,0.0,0.0,6601,2.637952662879007,1938
ENSMUSG00000022472,Desi1,Gene Expression,0.17723304504994283,0.0,0.0,4330,2.0007170714783746,1793
ENSMUSG00000028334,Nans,Gene Expression,0.17723264112822862,0.0,0.0,1852,0.785013789727416,1130
ENSMUSG00000001988,Npas1,Gene Expression,0.1771506992396352,0.0,0.0,907,0.3942565037850869,576
ENSMUSG00000021990,Spata13,Gene Expression,0.1770055800165961,0.0,0.0,851,0.34665693700598715,523
ENSMUSG00000036528,Ppfibp2,Gene Expression,0.17700086827552586,0.0,0.0,860,0.37206077477242244,519
ENSMUSG00000037058,Paip2,Gene Expression,0.1767180444786689,0.0,0.0,14183,5.739796265576321,2217
ENSMUSG00000024892,Pcx,Gene Expression,0.1765023972793774,0.0,0.0,6767,2.8220740541834783,1989
ENSMUSG00000034648,Lrrn1,Gene Expression,0.17629520104515012,0.0,0.0,3703,1.6907220365244673,1608
ENSMUSG00000079484,Phyhd1,Gene Expression,0.17626463433056425,0.0,0.0,3224,1.477266382654191,1511
ENSMUSG00000024048,Myl12a,Gene Expression,0.1762412909664035,0.0,0.0,2715,1.189965625782397,1270
ENSMUSG00000020080,Hkdc1,Gene Expression,0.17619457535168093,0.0,0.0,368,0.1327197952342573,276
ENSMUSG00000043969,Emx2,Gene Expression,0.176096828160891,0.0,0.0,1245,0.5901930407000511,809
ENSMUSG00000037172,E330009J07Rik,Gene Expression,0.17605347632053991,0.0,0.0,5781,2.4914830331828095,1893
ENSMUSG00000041180,Hectd2,Gene Expression,0.17605204948964165,0.0,0.0,2134,0.7839265045916168,1092
ENSMUSG00000031212,Pgr15l,Gene Expression,0.17603099952110166,0.0,0.0,70,0.027780420887716584,55
ENSMUSG00000031303,Map3k15,Gene Expression,0.17596516035582885,0.0,0.0,318,0.09640569466031648,189
ENSMUSG00000006024,Napa,Gene Expression,0.17590428287890822,0.0,0.0,15832,6.059851424077289,2211
ENSMUSG00000090667,Gm765,Gene Expression,0.17585463787965533,0.0,0.0,121,0.04062612118302539,90
ENSMUSG00000068747,Sort1,Gene Expression,0.17584034614128957,0.0,0.0,8518,3.3545768285942508,2031
ENSMUSG00000031539,Ap3m2,Gene Expression,0.17574631148804884,0.0,0.0,7265,2.7675045433252676,1916
ENSMUSG00000023018,Smarcd1,Gene Expression,0.17566283905306768,0.0,0.0,6643,2.7480573618971254,1944
ENSMUSG00000049097,Ankrd34a,Gene Expression,0.17557141700838008,0.0,0.0,4740,1.8324565980547673,1678
ENSMUSG00000044005,Gls2,Gene Expression,0.17556435153320832,0.0,0.0,1674,0.62314237961933,977
ENSMUSG00000026765,Lypd6b,Gene Expression,0.17552907920743063,0.0,0.0,599,0.24207403867705699,421
ENSMUSG00000070462,Tlnrd1,Gene Expression,0.1754373182702392,0.0,0.0,3787,1.556307885350684,1622
ENSMUSG00000033377,Palmd,Gene Expression,0.17538488651702552,0.0,0.0,1925,0.7174431022894564,991
ENSMUSG00000041836,Ptpre,Gene Expression,0.17526391431818458,0.0,0.0,1882,0.756573367036203,1028
ENSMUSG00000008318,Relt,Gene Expression,0.1752626716901635,0.0,0.0,815,0.3292798762765695,608
ENSMUSG00000042129,Rassf4,Gene Expression,0.17524583148697484,0.0,0.0,499,0.2264626442914853,362
ENSMUSG00000018171,Vmp1,Gene Expression,0.17519877975802348,0.0,0.0,9764,4.073016801388296,2112
ENSMUSG00000041199,Rpusd1,Gene Expression,0.1751518360030955,0.0,0.0,4765,1.81267001838128,1727
ENSMUSG00000054160,Nkx2-4,Gene Expression,0.17513447952695424,0.0,0.0,79,0.03281661316751128,66
ENSMUSG00000032666,1700025G04Rik,Gene Expression,0.17510273073120614,0.0,0.0,4871,1.993863025983574,1729
ENSMUSG00000035805,Mlc1,Gene Expression,0.1750792305949619,0.0,0.0,9747,5.037675941434696,2213
ENSMUSG00000031839,Hsbp1,Gene Expression,0.1750654598677883,0.0,0.0,26188,10.615653560013937,2284
ENSMUSG00000014198,Zfp385c,Gene Expression,0.17490765616747417,0.0,0.0,80,0.03332975505223676,72
ENSMUSG00000074457,S100a16,Gene Expression,0.1748629452574822,0.0,0.0,5530,2.9310464123433735,2019
ENSMUSG00000024347,Psd2,Gene Expression,0.1747058280127698,0.0,0.0,5084,2.231671523669687,1833
ENSMUSG00000036295,Lrrn3,Gene Expression,0.17452275715258578,0.0,0.0,4794,1.8261432145016132,1678
ENSMUSG00000053093,Myh7,Gene Expression,0.17451702865313162,0.0,0.0,228,0.067830540019273,138
ENSMUSG00000032202,Rab27a,Gene Expression,0.1744748047190458,0.0,0.0,1307,0.5410725711760885,826
ENSMUSG00000075410,Prcd,Gene Expression,0.1744322266067899,0.0,0.0,237,0.06946287235542216,146
ENSMUSG00000056268,Dennd1b,Gene Expression,0.17439234414511057,0.0,0.0,6826,3.102047623168947,2011
ENSMUSG00000060257,Scrt2,Gene Expression,0.17420120638247694,0.0,0.0,2256,0.9415357229937594,1228
ENSMUSG00000033009,Ogfod1,Gene Expression,0.17415214602499138,0.0,0.0,6044,2.3594378208402067,1841
ENSMUSG00000027238,Frmd5,Gene Expression,0.17408583064027522,0.0,0.0,3638,1.566423844140637,1620
ENSMUSG00000090053,Pakap,Gene Expression,0.17403193791573396,0.0,0.0,11149,4.519037361708654,2132
ENSMUSG00000031672,Got2,Gene Expression,0.1739123345484055,0.0,0.0,15782,6.115749193124246,2178
ENSMUSG00000032965,Ift57,Gene Expression,0.1738833064317273,0.0,0.0,6220,2.4112113501557424,1853
ENSMUSG00000067924,Rtl8b,Gene Expression,0.17385754358945832,0.0,0.0,12670,5.0786799650936585,2168
ENSMUSG00000029595,Lhx5,Gene Expression,0.17382308800098725,0.0,0.0,107,0.050216488513488124,89
ENSMUSG00000050248,Evc2,Gene Expression,0.17381224820845492,0.0,0.0,1155,0.4297538977024866,683
ENSMUSG00000022257,Laptm4b,Gene Expression,0.17379227479973847,0.0,0.0,8710,3.3679959105554387,2048
ENSMUSG00000035594,Chrna5,Gene Expression,0.1737366512921116,0.0,0.0,214,0.08377359617831555,166
ENSMUSG00000027544,Nfatc2,Gene Expression,0.1736756463797763,0.0,0.0,1232,0.4743117365387422,727
ENSMUSG00000024277,Mapre2,Gene Expression,0.17364948728750512,0.0,0.0,13856,5.527600503680419,2175
ENSMUSG00000033792,Atp7a,Gene Expression,0.17342985829936575,0.0,0.0,1478,0.5164102054063573,747
ENSMUSG00000008604,Ubqln4,Gene Expression,0.17337967236424057,0.0,0.0,8382,3.5536451182308624,2097
ENSMUSG00000030108,Slc6a13,Gene Expression,0.17325829644500748,0.0,0.0,280,0.22131760889128027,172
ENSMUSG00000006412,Pfdn2,Gene Expression,0.17322829395088193,0.0,0.0,17845,7.716265333543331,2266
ENSMUSG00000039835,Nhsl1,Gene Expression,0.17318291333038285,0.0,0.0,2999,1.3033770097309265,1446
ENSMUSG00000025429,Pstpip2,Gene Expression,0.17295934073545755,0.0,0.0,1745,0.8941879393811814,1106
ENSMUSG00000020782,Llgl2,Gene Expression,0.17295629505919558,0.0,0.0,146,0.0458967283223609,102
ENSMUSG00000020189,Osbpl8,Gene Expression,0.17287126242911777,0.0,0.0,4838,1.9333596629337875,1753
ENSMUSG00000068739,Sars,Gene Expression,0.17278991712460262,0.0,0.0,16246,6.48426304497493,2222
ENSMUSG00000072473,1700024G13Rik,Gene Expression,0.17278887678413912,0.0,0.0,121,0.05417048106022618,87
ENSMUSG00000019865,Nmbr,Gene Expression,0.17270800317668997,0.0,0.0,301,0.13815939755825,223
ENSMUSG00000070476,Fam217b,Gene Expression,0.172696194021442,0.0,0.0,4408,1.7326374091733434,1680
ENSMUSG00000032010,Usp2,Gene Expression,0.17262234617968136,0.0,0.0,5349,2.017163171438941,1739
ENSMUSG00000002250,Ppard,Gene Expression,0.1723438300152727,0.0,0.0,1733,0.784105223795657,1070
ENSMUSG00000022759,Lrrc74b,Gene Expression,0.17216906347303812,0.0,0.0,250,0.10446777275886404,156
ENSMUSG00000040723,Rcsd1,Gene Expression,0.17212343168643388,0.0,0.0,570,0.2917923893239307,426
ENSMUSG00000032735,Ablim3,Gene Expression,0.1720272933131279,0.0,0.0,1509,0.6072745815164889,911
ENSMUSG00000022661,Cd200,Gene Expression,0.17194669064308798,0.0,0.0,3001,1.1881736368778089,1412
ENSMUSG00000032609,Klhdc8b,Gene Expression,0.17185096617382983,0.0,0.0,2422,0.9415468612064332,1167
ENSMUSG00000022935,Grik1,Gene Expression,0.17183917005527255,0.0,0.0,1617,0.711098439027892,931
ENSMUSG00000055320,Tead1,Gene Expression,0.1718180938615314,0.0,0.0,1685,0.711452544278302,908
ENSMUSG00000047414,Flrt2,Gene Expression,0.17178699240043388,0.0,0.0,3609,1.3488044147703229,1487
ENSMUSG00000024955,Esrra,Gene Expression,0.17176729613839703,0.0,0.0,4811,1.8994580467324202,1710
ENSMUSG00000021957,Tkt,Gene Expression,0.17160966218720677,0.0,0.0,10822,4.616474383285644,2197
ENSMUSG00000029672,Fam3c,Gene Expression,0.17155516780540034,0.0,0.0,6420,2.591078894462968,1912
ENSMUSG00000005580,Adcy9,Gene Expression,0.1715405177506515,0.0,0.0,3152,1.174786136523774,1386
ENSMUSG00000027673,Ndufb5,Gene Expression,0.1715177528766694,0.0,0.0,20901,8.16612507107178,2243
ENSMUSG00000073616,Cops9,Gene Expression,0.17146714248194925,0.0,0.0,16674,6.981345697537672,2273
ENSMUSG00000025551,Fgf14,Gene Expression,0.171423578446942,0.0,0.0,3512,1.3485771285153016,1501
ENSMUSG00000020089,Ppa1,Gene Expression,0.17133534600764777,0.0,0.0,10200,3.939820134459554,2077
ENSMUSG00000031246,Sh3bgrl,Gene Expression,0.17128235568205877,0.0,0.0,8700,3.4116040464038586,2052
ENSMUSG00000035596,Mboat7,Gene Expression,0.1712545895778637,0.0,0.0,5470,2.1468488315019267,1791
ENSMUSG00000044949,Ubtd2,Gene Expression,0.1712185483051719,0.0,0.0,4111,1.6115621936617328,1617
ENSMUSG00000068036,Afdn,Gene Expression,0.1712156306717299,0.0,0.0,5224,2.1001040154256563,1789
ENSMUSG00000021466,Ptch1,Gene Expression,0.17115407725699253,0.0,0.0,3331,1.422934812921049,1538
ENSMUSG00000045664,Cdc42ep2,Gene Expression,0.17113951485710646,0.0,0.0,948,0.49374151616351264,714
ENSMUSG00000061410,Zcchc14,Gene Expression,0.17105898623155996,0.0,0.0,7107,3.026751886596713,2007
ENSMUSG00000012609,Ttll5,Gene Expression,0.17105364013257734,0.0,0.0,5942,2.5093787315642406,1963
